id,title,pass,score,vendor_match,girl,men,had_video_before
vid_crunch_legs_on_stability_ball,Crunch with Legs on a Stability Ball,exact,1.00,ball crunch leg stability,,exercises/men/Abdominals/Crunch (legs on stability ball).mp4,True
vid_crunch_straight_leg_up,Crunch with Straight Leg Up,exact,1.00,crunch leg straight,,exercises/men/Abdominals/Crunch (straight leg up).mp4,True
vid_front_plank_female,Front Plank,subset,1.00,front plank unilateral,exercises/girl/Calisthenics-Cardio-Plyo-Functional/Unilateral Front Plank.mp4,exercises/men/Calisthenics-Cardio-Plyo-Functional/Unilateral Front Plank.mp4,True
vid_hip_raise_bridge,Hip Raise Bridge,none,0.50,abduction bridge hip,,,True
vid_hundred_pilates,Pilates Hundred,none,0.00,,,,True
vid_jack_knife_floor,Floor Jackknife,none,0.33,crunch floor,,,True
vid_jack_split_crunches,Split Jackknife Crunch,none,0.25,ab crunch,,,True
vid_jackknife_pilates,Pilates Jackknife,none,0.00,,,,True
vid_leg_raise_hip_lift,Leg Raise Hip Lift,none,0.40,alternate leg raise,,,True
vid_lying_hip_lift_on_stability_ball,Lying Hip Lift on a Stability Ball,none,0.38,ball bent knee lying stability twist,,,True
vid_lying_scissor_kick_female,Lying Scissor Kick,none,0.25,kick scissors,,,True
vid_medicine_ball_sit_up_wall,Medicine Ball Wall Sit-Up,none,0.50,ball sit,,,True
vid_reverse_crunch_female,Reverse Crunch,exact,1.00,crunch reverse,,exercises/men/Abdominals/reverse crunch.mp4,True
vid_rotate_push_up_female,Rotating Push-Up,none,0.33,plank push,,,True
vid_seated_twist_straight_arm,Seated Twist - Straight Arm,none,0.40,barbell seated twist,,,True
vid_side_bend_on_stability_ball,Side Bend on a Stability Ball,none,0.40,45 bend side,,,True
vid_sit_up,Anchored Sit-Up,none,0.50,sit,,,True
vid_weighted_lying_twist,Weighted Lying Twist,none,0.40,bent knee lying twist,,,True
vid_band_bent_over_rear_lateral_raise,Band Bent-Over Rear Lateral Raise,none,0.44,band bent deltoid fly over rear resistance,,,True
vid_band_one_arm_forward_raise,Band One-Arm Front Raise,fuzzy,0.67,arm cable front one raise,,,True
vid_band_standing_rear_delt_row,Band Standing Rear Delt Row,exact,1.00,band delt rear row standing,exercises/girl/Shoulders/Band standing rear delt row.mp4,,True
vid_barbell_front_raise,Barbell Front Raise,exact,1.00,barbell front raise,,exercises/men/Shoulders/front raises barbell.mp4,True
vid_barbell_seated_behind_head_military_press,Barbell Seated Behind-the-Head Press,none,0.57,barbell behind military neck press seated,,,True
vid_barbell_upright_row_wide_grip,Barbell Upright Row - Wide Grip,exact,1.00,barbell grip row upright wide,,exercises/men/Back/Barbell wide grip Upright Row.mp4,True
vid_cable_crossover_reverse_fly,Cable Crossover Reverse Fly,exact,1.00,cable crossover fly reverse,,exercises/men/Shoulders/cable reverse fly on crossover.mp4,True
vid_cable_front_raise,Cable Front Raise,subset,1.00,bar cable front raise straight,,exercises/men/Shoulders/cable front raises straight bar.mp4,True
vid_cable_lateral_raise,Cable Lateral Raise,exact,1.00,cable lateral raise,,exercises/men/Shoulders/cable lateral raises.mp4,True
vid_cable_one_arm_forward_raise,Cable One-Arm Front Raise,exact,1.00,arm cable front one raise,,exercises/men/Shoulders/Cable One Arm Front Raise.mp4,True
vid_cable_one_arm_lateral_raise,Cable One-Arm Lateral Raise,subset,1.00,arm bent cable lateral one over raise,,exercises/men/Shoulders/Cable Bent Over One Arm Lateral Raise.mp4,True
vid_cable_rear_delt_row_with_rope,Cable Rear Delt Row with a Rope,none,0.50,delt kettlebell rear row,,,True
vid_dumbbell_bench_seated_press,Dumbbell Seated Press with Back Support,none,0.50,arnold dumbbell press seated,,,True
vid_dumbbell_front_raise,Dumbbell Front Raise,exact,1.00,dumbbell front raise,,exercises/men/Shoulders/Dumbbell Front Raise.mp4,True
vid_dumbbell_incline_hammer_press,Dumbbell Incline Hammer Press,subset,1.00,dumbbell hammer incline press shoulder,,exercises/men/Shoulders/Dumbbell Incline Hammer Shoulder Press.mp4,True
vid_dumbbell_incline_rear_lateral_raise,Dumbbell Incline Rear Lateral Raise,exact,1.00,dumbbell incline lateral raise rear,,exercises/men/Shoulders/Dumbbell Incline Rear Lateral Raise.mp4,True
vid_dumbbell_iron_cross,Dumbbell Iron Cross,exact,1.00,cross dumbbell iron,,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbbell Iron Cross.mp4,True
vid_dumbbell_lateral_raise,Dumbbell Lateral Raise,exact,1.00,dumbbell lateral raise,,exercises/men/Shoulders/lateral raises dumbbell.mp4,True
vid_dumbbell_one_arm_lateral_raise,Dumbbell One-Arm Lateral Raise,exact,1.00,arm dumbbell lateral one raise,,exercises/men/Shoulders/Dumbbell One Arm Lateral Raise.mp4,True
vid_dumbbell_rear_delt_row,Dumbbell Rear Delt Row,exact,1.00,delt dumbbell rear row,,exercises/men/Shoulders/Dumbbell Rear Delt Row.mp4,True
vid_dumbbell_rear_lateral_raise,Dumbbell Bent-Over Rear Lateral Raise,fuzzy,0.67,dumbbell lateral raise rear,,,True
vid_dumbbell_seated_front_raise,Dumbbell Seated Front Raise,exact,1.00,dumbbell front raise seated,,exercises/men/Shoulders/Dumbbell Seated Front Raise.mp4,True
vid_dumbbell_seated_lateral_raise,Dumbbell Seated Lateral Raise,exact,1.00,dumbbell lateral raise seated,,exercises/men/Shoulders/Dumbbell Seated Lateral Raise.mp4,True
vid_dumbbell_upright_row,Dumbbell Upright Row,exact,1.00,dumbbell row upright,,exercises/men/Shoulders/upright row dumbbell.mp4,True
vid_lever_lateral_raise,Machine Lateral Raise,exact,1.00,lateral machine raise,exercises/girl/Shoulders/Machine Lateral Raise.mp4,exercises/men/Shoulders/machine lateral raise.mp4,True
vid_lever_military_press,Machine Shoulder Press,subset,1.00,machine press shoulder smith,,exercises/men/Shoulders/smith machine shoulder press.mp4,True
vid_lever_seated_reverse_fly,Machine Seated Reverse Fly,fuzzy,0.75,fly machine reverse,,,True
vid_military_press,Military Press,subset,1.00,bodyweight military press,,exercises/men/Shoulders/military press bodyweight.mp4,True
vid_smith_seated_shoulder_press,Smith Machine Seated Shoulder Press,fuzzy,0.80,machine press shoulder smith,,,True
vid_stretching_band_warm_up_shoulder_stretch,Band Warm-Up Shoulder Stretch,exact,1.00,band shoulder stretch warm,exercises/girl/Stretching - Mobility/Band Warm up Shoulder Stretch.mp4,,True
vid_stretching_rear_deltoid_stretch,Rear Deltoid Stretch,exact,1.00,deltoid rear stretch,,exercises/men/Stretching - Mobility/rear deltoid stretch.mp4,True
vid_stretching_seated_shoulder_flexor_depresor_retractor,Seated Shoulder Flexor and Retractor Stretch,subset,1.00,depressor flexor retractor seated shoulder stretch,,exercises/men/Shoulders/seated shoulder flexor depressor retractor stretch.mp4,True
vid_barbell_shrug,Barbell Shrug,subset,1.00,barbell jump shrug,exercises/girl/Calisthenics-Cardio-Plyo-Functional/Barbell Jump Shrug.mp4,exercises/men/Calisthenics-Cardio-Plyo-Functional/Barbell Jump Shrug.mp4,True
vid_dumbbell_incline_shrug,Dumbbell Incline Shrug,exact,1.00,dumbbell incline shrug,,exercises/men/Shoulders/Dumbbell Incline Shrug.mp4,True
vid_dumbbell_shrug,Dumbbell Shrug,subset,1.00,dumbbell shrug silverback,exercises/girl/Shoulders/Dumbbell Silverback Shrug.mp4,exercises/men/Shoulders/Dumbbell Silverback Shrug.mp4,True
vid_lever_shrug,Machine Shrug,none,0.33,fly machine,,,True
vid_scapula_dips,Scapular Dip,none,0.33,dip ring,,,True
vid_stretching_neck_side_stretch,Neck Side Stretch,subset,1.00,backward forward neck side stretch turn,exercises/girl/Stretching - Mobility/Backward Forward Turn to Side Neck Stretch.mp4,exercises/men/Stretching - Mobility/Backward Forward Turn to Side Neck Stretch.mp4,True
vid_band_overhead_triceps_extension,Band Overhead Triceps Extension,fuzzy,0.60,band extension incline triceps,,,True
vid_band_side_triceps_pushdown,Band Side Triceps Pushdown,none,0.50,arm band pushdown single triceps,,,True
vid_band_triceps_pushdown,Band Triceps Pushdown,subset,1.00,arm band pushdown single triceps,exercises/girl/Triceps/Band Triceps Pushdown Single Arm.mp4,exercises/men/Triceps/Band Triceps Pushdown Single Arm.mp4,True
vid_cable_lying_triceps_extension,Cable Lying Triceps Extension,exact,1.00,cable extension lying triceps,,exercises/men/Triceps/cable lying triceps extension.mp4,True
vid_cable_overhead_triceps_extension_rope_attachment,Cable Overhead Triceps Extension - Rope,fuzzy,0.80,cable extension overhead rope,,,True
vid_cable_pushdown_rope_attachment,Cable Rope Pushdown,fuzzy,0.67,cable pushdown,,,True
vid_cable_rope_high_pulley_overhead_triceps_extension,Cable High-Pulley Overhead Rope Extension,fuzzy,0.67,cable extension overhead rope,,,True
vid_cable_standing_one_arm_triceps_extension,Cable Standing One-Arm Triceps Extension,none,0.57,arm dumbbell extension one standing,,,True
vid_cable_triceps_pushdown,Cable Triceps Pushdown,subset,1.00,bar cable ezbar grip pushdown reverse triceps,,exercises/men/Triceps/Cable Reverse Grip Triceps Pushdown (EZ-bar).mp4,True
vid_close_grip_push_ups,Close-Grip Push-Up,exact,1.00,close grip push,,exercises/men/Chest/Close Grip Push up.mp4,True
vid_dumbbell_kickback,Dumbbell Kickback,exact,1.00,dumbbell kickback,,exercises/men/Triceps/Dumbbell Kickback.mp4,True
vid_dumbbell_lying_alternate_extension,Dumbbell Lying Alternating Triceps Extension,fuzzy,0.80,dumbbell extension lying triceps,,,True
vid_dumbbell_lying_triceps_extension,Dumbbell Lying Triceps Extension,exact,1.00,dumbbell extension lying triceps,,exercises/men/Triceps/Dumbbell Lying Triceps Extension.mp4,True
vid_dumbbell_one_arm_triceps_extension,Dumbbell One-Arm Triceps Extension,subset,1.00,arm bench dumbbell extension one triceps,,exercises/men/Triceps/Dumbbell One Arm Triceps Extension (on bench).mp4,True
vid_dumbbell_pronate_grip_triceps_extension,Dumbbell Pronated-Grip Triceps Extension,fuzzy,0.67,dumbbell extension grip pronate triceps,,,True
vid_dumbbell_seated_kickback,Dumbbell Seated Kickback,exact,1.00,dumbbell kickback seated,,exercises/men/Triceps/Dumbbell Seated Kickback.mp4,True
vid_dumbbell_seated_triceps_extension,Dumbbell Seated Triceps Extension,fuzzy,0.60,dumbbell extension incline triceps,,,True
vid_ez_barbell_lying_triceps_extension,EZ-Bar Lying Triceps Extension,none,0.57,bar cable extension ezbar overhead triceps,,,True
vid_lever_seated_dips,Machine Seated Dip,none,0.50,machine row seated,,,True
vid_lever_triceps_extension_neutral_grip,Machine Triceps Extension - Neutral Grip,none,0.43,dumbbell extension grip pronate triceps,,,True
vid_stretching_kneeling_triceps_extension,Kneeling Triceps Stretch,none,0.50,light stretch triceps,,,True
vid_stretching_reverse_dip,Reverse Dip Stretch,none,0.50,reverse shoulder stretch,,,True
