id,our_title,equipmentId,muscles,match_kind,vendor_name,score
fedb_dumbbell_alternate_bicep_curl,Dumbbell Alternate Bicep Curl,dumbbell,biceps|forearms,subset,Alternate bicep curl standing dumbbells,1.00
vid_dumbbell_biceps_curl,Dumbbell Biceps Curl,dumbbell,biceps|forearms,subset,Alternating biceps curl seated dumbbells,1.00
vid_dumbbell_cross_body_hammer_curl,Dumbbell Cross-Body Hammer Curl,dumbbell,biceps|forearms,subset,Dumbbell Cross Body Hammer Curl (Version 2),1.00
vid_dumbbell_deadlift,Dumbbell Deadlift,dumbbell,hamstrings|glutes|back|lower_back,subset,Dumbbell close Legs Deadlift,1.00
vid_dumbbell_fly,Dumbbell Fly,dumbbell,chest|shoulders|triceps,subset,Bent over rear delt fly dumbbell,1.00
vid_dumbbell_fly_on_exercise_ball,Dumbbell Fly on an Exercise Ball,dumbbell,chest|shoulders|triceps|core,subset,Dumbbell Incline Fly on Exercise Ball,1.00
vid_dumbbell_hammer_grip_incline_bench_row,Dumbbell Hammer-Grip Incline Bench Row,dumbbell,back|lats|biceps,subset,Dumbbell Hammer Grip Incline Bench Two Arm Row,1.00
vid_dumbbell_incline_biceps_curl,Dumbbell Incline Biceps Curl,dumbbell,biceps|forearms,subset,Dumbbell Incline Biceps Simultaneous Curl,1.00
vid_dumbbell_incline_hammer_curl,Dumbbell Incline Hammer Curl,dumbbell,biceps|forearms,subset,Dumbbell Incline Alternate Hammer Curl,1.00
vid_dumbbell_incline_hammer_press,Dumbbell Incline Hammer Press,dumbbell,shoulders|chest|triceps,subset,Dumbbell Incline Hammer Shoulder Press,1.00
vid_dumbbell_lunge,Dumbbell Lunge,dumbbell,quads|glutes|hamstrings,subset,Dumbbell curtsy lunge,1.00
fedb_dumbbell_one-arm_shoulder_press,Dumbbell One-Arm Shoulder Press,shoulder_press_machine,shoulders|triceps,subset,Dumbbell One Arm Shoulder Press (VERSION 2),1.00
vid_dumbbell_one_arm_triceps_extension,Dumbbell One-Arm Triceps Extension,dumbbell,triceps,subset,Dumbbell Lying One Arm Neutral Triceps Extension,1.00
vid_dumbbell_alternate_seated_biceps_curl,Dumbbell Seated Alternating Curl,dumbbell,biceps|forearms,subset,Alternating biceps curl seated dumbbells,1.00
fedb_dumbbell_seated_one-leg_calf_raise,Dumbbell Seated One-Leg Calf Raise,calf_raise_machine,calves,subset,Dumbbell Seated One Leg Calf Raise Hammer Grip,1.00
fedb_dumbbell_shoulder_press,Dumbbell Shoulder Press,shoulder_press_machine,shoulders|triceps,subset,Dumbbell Alternate Shoulder Press,1.00
vid_dumbbell_shrug,Dumbbell Shrug,dumbbell,traps|forearms,subset,Dumbbell Decline Shrug,1.00
vid_dumbbell_single_leg_calf_raise,Dumbbell Single-Leg Calf Raise,dumbbell,calves,subset,Dumbbell Single Leg Calf Raise Wall Support,1.00
vid_dumbbell_bar_grip_sumo_squat,Dumbbell Sumo Squat,dumbbell,quads|glutes|adductors,subset,Dumbbell Bar Grip Sumo Squat,1.00
vid_ez_barbell_biceps_curl,EZ-Bar Biceps Curl,ez_curl_bar,biceps|forearms,subset,Cable biceps curl (EZ bar),1.00
vid_front_plank_female,Front Plank,,core,subset,Unilateral Front Plank,1.00
fedb_glute_kickback,Glute Kickback,glute_kickback_machine,glutes|hamstrings,subset,Resistance Band Standing Balance Glute Kickback,1.00
fedb_hack_squat,Hack Squat,hack_squat_machine,quads|calves|glutes|hamstrings,subset,Calf raise on hack squat machine,1.00
vid_stretching_hamstring_stretch,Hamstring Stretch,,hamstrings|calves,subset,Exercise ball seated hamstring stretch,1.00
vid_hanging_straight_leg_hip_raise,Hanging Straight Leg Hip Raise,pullup_bar,core,subset,Suspension Trainer with Grips Hanging Straight Leg Hip Raise,1.00
vid_hanging_straight_leg_raise,Hanging Straight Leg Raise,pullup_bar,core,subset,Suspension Trainer with Grips Hanging Straight Leg Hip Raise,1.00
fedb_hip_extension_with_bands,Hip Extension with Bands,resistance_bands,glutes|hamstrings,subset,Band Bent-over Hip Extension,1.00
vid_stretching_hip_flexor_and_quad_stretch,Hip Flexor and Quad Stretch,,quads,subset,Intermediate hip flexor and quad stretch,1.00
vid_incline_push_ups,Incline Push-Up,adjustable_bench,chest|shoulders|triceps,subset,incline diamond push up On Bench,1.00
vid_jump_rope,Jump Rope,skipping_rope,calves|quads|shoulders,subset,Jump Rope alternating foot,1.00
vid_kettlebell_deadlift,Kettlebell Deadlift,kettlebell,hamstrings|glutes|back|lower_back,subset,Kettlebell Single Leg Deadlift,1.00
vid_stretching_circles_knee_stretch,Knee Circles,,calves|quads,subset,Circles knee stretch,1.00
vid_stretching_kneeling_lat_stretch,Kneeling Lat Stretch,,lats|back,subset,Kneeling lat floor stretch,1.00
fedb_leg_extensions,Leg Extensions,leg_extension,quads,subset,Cable Standing Leg Extension,1.00
leg_press,Leg Press,leg_press,quads|calves|glutes|hamstrings,subset,Band Leg Press,1.00
vid_lying_floor_leg_raise,Lying Floor Leg Raise,,core,subset,Alternate lying floor leg raise,1.00
fedb_lying_leg_curls,Lying Leg Curls,leg_curl,hamstrings,subset,Bodyweight lying leg curl,1.00
fedb_machine_bicep_curl,Machine Bicep Curl,bicep_curl_machine,biceps,subset,Bicep curl low cable machine normal grip,1.00
vid_lever_military_press,Machine Shoulder Press,shoulder_press_machine,shoulders|triceps,subset,Smith machine shoulder press,1.00
fedb_machine_triceps_extension,Machine Triceps Extension,tricep_extension_machine,triceps,subset,Triceps rope extension on crossover machine,1.00
vid_stretching_middle_back_stretch,Middle Back Stretch,,back|core,subset,Middle back rotation stretch,1.00
vid_military_press,Military Press,barbell,shoulders|triceps,subset,Barbell behind neck military press,1.00
fedb_muscle_up,Muscle Up,pullup_bar,lats|core|biceps|forearms|back|shoulders|traps|triceps,subset,Barbell muscle clean,1.00
vid_stretching_neck_side_stretch,Neck Side Stretch,,traps,subset,Backward Forward Turn to Side Neck Stretch,1.00
fedb_one_arm_dumbbell_preacher_curl,One Arm Dumbbell Preacher Curl,preacher_curl_bench,biceps,subset,Dumbbell One Arm Hammer Preacher Curl,1.00
one_arm_lat_pulldown,One Arm Lat Pulldown,lat_pulldown,lats|biceps|back,subset,Cable one arm lat pulldown,1.00
vid_lever_pec_deck_fly,Pec Deck Fly,pec_deck,chest|shoulders,subset,Pec deck fly machine,1.00
fedb_plate_pinch,Plate Pinch,weight_plates,forearms,subset,Plate Pinch Grip Deadlift,1.00
fedb_plate_twist,Plate Twist,weight_plates,core,subset,Plate Russian Twist,1.00
fedb_preacher_curl,Preacher Curl,preacher_curl_bench,biceps,subset,band kneeling preacher curl,1.00
fedb_pullups,Pullups,pullup_bar,lats|biceps|back,subset,Alternate leg pull,1.00
vid_push_ups,Push-Up,,chest|shoulders|triceps,subset,Archer push up,1.00
vid_reverse_grip_pull_up,Reverse-Grip Pull-Up,pullup_bar,back|lats|biceps,subset,Reverse grip lat pull down,1.00
fedb_seated_calf_raise,Seated Calf Raise,calf_raise_machine,calves,subset,Dumbbell Seated Calf Raise,1.00
fedb_seated_leg_curl,Seated Leg Curl,leg_curl,hamstrings,subset,Seated leg curl machine,1.00
vid_stretching_seated_shoulder_flexor_depresor_retractor,Seated Shoulder Flexor and Retractor Stretch,,shoulders|chest|back,subset,Seated shoulder flexor depressor retractor stretch,1.00
fedb_single-leg_leg_extension,Single-Leg Leg Extension,leg_extension,quads,subset,Seated leg extension single leg,1.00
vid_stretching_spine_stretch,Spine Stretch,,back|lower_back|core,subset,Legs hand reach spine stretch,1.00
fedb_standing_leg_curl,Standing Leg Curl,leg_curl,hamstrings,subset,Band Standing Leg Curl,1.00
vid_stretching_standing_wheel_rollout,Standing Wheel Rollout,ab_wheel,core|lats|shoulders,subset,Standing Ab Wheel Rollout,1.00
straight_arm_pulldown,Straight-Arm Pulldown,lat_pulldown,lats,subset,Cable straight arm pulldown,1.00
vid_triceps_dips,Triceps Dip,dip_station,triceps|chest|shoulders,subset,Bench triceps dip leg curls,1.00
vid_twisting_crunch,Twisting Crunch,,core,subset,45 degree bicycle twisting crunch,1.00
fedb_upright_cable_row,Upright Cable Row,seated_row_machine,traps|shoulders,subset,Cable upright row with EZ bar,1.00
vid_wide_grip_push_ups,Wide-Grip Push-Up,,chest|shoulders|triceps,subset,Cable triceps push down ez bar wide grip,1.00
fedb_zottman_preacher_curl,Zottman Preacher Curl,preacher_curl_bench,biceps|forearms,subset,Dumbbell One Arm Zottman Preacher Curl,1.00
