id,title,sheet_claim,equipment_seen,confidence,matches_sheet_claim,registry_machine,status,note
ea_dumbbell_lying_rear_delt_row,Dumbbell Lying Rear Delt Row,Dumbbells,"Dumbbells, Incline Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_lying_rear_lateral_raise,Dumbbell Lying Rear Lateral Raise,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_lying_supine_curl,Dumbbell Lying Supine Curl,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_lying_triceps_extension,Dumbbell Lying Triceps Extension,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_lying_triceps_extension_on_floor,Dumbbell Lying Triceps Extension on Floor,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_narrow_stance_squats,Dumbbell Narrow Stance Squats,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_offset_squat,Dumbbell Offset Squat,,Dumbbell,1.0,,Dumbbells,resolved,
ea_dumbbell_one_arm_floor_fly,Dumbbell One Arm Floor Fly,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_floor_press,Dumbbell One Arm Floor Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_front_raise,Dumbbell One Arm Front Raise,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_hammer_preacher_curl,Dumbbell One Arm Hammer Preacher Curl,Dumbbells,"Dumbbell, Preacher curl bench",1.0,True,Preacher curl bench,resolved,
ea_dumbbell_one_arm_kickback,Dumbbell One Arm Kickback,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_lateral_raise,Dumbbell One Arm Lateral Raise,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_low_fly,Dumbbell One Arm Low Fly,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_reverse_preacher_curl,Dumbbell One Arm Reverse Preacher Curl,Dumbbells,"Dumbbell, Preacher curl bench",1.0,True,Preacher curl bench,resolved,
ea_dumbbell_one_arm_reverse_wrist_curl,Dumbbell One Arm Reverse Wrist Curl,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_one_arm_row_rack_support,Dumbbell One Arm Row (rack Support),Dumbbells,"Dumbbell, Power rack",1.0,True,Squat rack,resolved,
ea_dumbbell_one_arm_seated_neutral_wrist_curl,Dumbbell One Arm Seated Neutral Wrist Curl,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_one_arm_shoulder_press_version_2,Dumbbell One Arm Shoulder Press (version 2),Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_snatch,Dumbbell One Arm Snatch,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_one_arm_triceps_extension_on_bench,Dumbbell One Arm Triceps Extension (on Bench),Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_one_arm_wide_grip_bench_press,Dumbbell One Arm Wide Grip Bench Press,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_one_arm_wrist_curl,Dumbbell One Arm Wrist Curl,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_one_arm_zottman_preacher_curl,Dumbbell One Arm Zottman Preacher Curl,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_over_bench_reverse_wrist_curl,Dumbbell Over Bench Reverse Wrist Curl,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_over_bench_wrist_curl,Dumbbell Over Bench Wrist Curl,Dumbbells,"Dumbbells, Flat Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_overhead_extension_seated,Dumbbell Overhead Extension Seated,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_overhead_extension_standing,Dumbbell Overhead Extension Standing,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_overhead_lunge,Dumbbell Overhead Lunge,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_overhead_side_bend,Dumbbell Overhead Side Bend,,Dumbbell,1.0,,Dumbbells,resolved,
ea_dumbbell_overhead_sit_up,Dumbbell Overhead Sit-up,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_pendlay_row,Dumbbell Pendlay Row,,Dumbbells,1.0,,Dumbbells,resolved,
ea_dumbbell_plank_pullthrough,Dumbbell Plank Pullthrough,,dumbbells,1.0,,Dumbbells,resolved,
ea_dumbbell_preacher_curl,Dumbbell Preacher Curl,Dumbbells,"Dumbbell, Preacher curl bench",1.0,True,Preacher curl bench,resolved,
ea_dumbbell_preacher_curl_over_exercise_ball,Dumbbell Preacher Curl Over Exercise Ball,Dumbbells,"Dumbbells, Stability ball",1.0,True,Dumbbells,resolved,
ea_dumbbell_preacher_curl_turned_torso,Dumbbell Preacher Curl (turned Torso),Dumbbells,"Dumbbell, Preacher curl bench",1.0,True,Preacher curl bench,resolved,
ea_dumbbell_press_squat,Dumbbell Press Squat,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_pronate_grip_triceps_extension,Dumbbell Pronate-grip Triceps Extension,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_prone_incline_curl,Dumbbell Prone Incline Curl,Dumbbells,"Dumbbells, Incline Weight Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_prone_incline_hammer_curl,Dumbbell Prone Incline Hammer Curl,Dumbbells,"Dumbbells, Adjustable Weight Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_pullover,Dumbbell Pullover,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_pullover_hip_extension_on_exercise_ball,Dumbbell Pullover Hip Extension on Exercise Ball,Dumbbells,"Dumbbell, Stability ball",1.0,True,Dumbbells,resolved,
ea_dumbbell_pullover_on_floor,Dumbbell Pullover on Floor,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_pullover_version_2,Dumbbell Pullover (version 2),Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_push_press,Dumbbell Push Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_rdl_stretch_isometric,Dumbbell Rdl Stretch Isometric,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_rear_delt_row,Dumbbell Rear Delt Row,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_rear_full_shrugs,Dumbbell Rear Full Shrugs,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_rear_lateral_raise,Dumbbell Rear Lateral Raise,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_rear_lunge,Dumbbell Rear Lunge,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_rear_lunge_from_step,Dumbbell Rear Lunge From Step,Dumbbells,"Dumbbells, Step platform",1.0,True,Dumbbells,resolved,
ea_dumbbell_renegade_row,Dumbbell Renegade Row,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_reverse_fly,Dumbbell Reverse Fly,Dumbbells,"Dumbbells, Incline Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_reverse_grip_biceps_curl,Dumbbell Reverse Grip Biceps Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_reverse_lunge_on_the_spot,Dumbbell Reverse Lunge on the Spot,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_reverse_lunges_pulses,Dumbbell Reverse Lunges Pulses,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_reverse_spider_curl,Dumbbell Reverse Spider Curl,Dumbbells,"Dumbbells, Incline Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_reverse_wrist_curl,Dumbbell Reverse Wrist Curl,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_romanian_deadlift,Dumbbell Romanian Deadlift,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_russian_twist_with_legs_floor_off,Dumbbell Russian Twist with Legs Floor Off,Dumbbells,Dumbbell,0.95,True,Dumbbells,resolved,
ea_dumbbell_scott_press,Dumbbell Scott Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_scott_press_360_degrees,Dumbbell Scott Press (360 Degrees),Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_seated_alternate_front_raise,Dumbbell Seated Alternate Front Raise,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_alternate_press,Dumbbell Seated Alternate Press,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_alternate_shoulder_press,Dumbbell Seated Alternate Shoulder Press,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_bench_extension,Dumbbell Seated Bench Extension,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_calf_raise,Dumbbell Seated Calf Raise,Dumbbells,"Dumbbells, weight bench, weight plate",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_curl,Dumbbell Seated Curl,Dumbbells,"Dumbbells, Flat Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_front_raise,Dumbbell Seated Front Raise,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_hammer_curl,Dumbbell Seated Hammer Curl,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_kickback,Dumbbell Seated Kickback,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_lateral_raise,Dumbbell Seated Lateral Raise,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_neutral_wrist_curl,Dumbbell Seated Neutral Wrist Curl,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_on_exercise_ball_shoulder_press,Dumbbell Seated on Exercise Ball Shoulder Press,Dumbbells,"Dumbbells, Stability ball",1.0,True,Dumbbells,resolved,
ea_dumbbell_seated_one_leg_calf_raise_hammer_grip,Dumbbell Seated One Leg Calf Raise Hammer Grip,Dumbbells,"Weight bench, weight plate, dumbbell",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_preacher_curl,Dumbbell Seated Preacher Curl,Dumbbells,"Dumbbells, Preacher curl bench",1.0,True,Preacher curl bench,resolved,
ea_dumbbell_seated_reverse_close_grip_press,Dumbbell Seated Reverse Close Grip Press,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_reverse_grip_concentration_curl,Dumbbell Seated Reverse Grip Concentration Curl,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_shoulder_press,Dumbbell Seated Shoulder Press,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_shoulder_press_parallel_grip,Dumbbell Seated Shoulder Press Parallel Grip,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_seated_zottman_curl,Dumbbell Seated Zottman Curl,,"Dumbbells, Weight bench",1.0,,Weight bench,resolved,
ea_dumbbell_shoulder_extension,Dumbbell Shoulder Extension,,dumbbells,1.0,,Dumbbells,resolved,
ea_dumbbell_shrugs,Dumbbell Shrugs,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_side_bend,Dumbbell Side Bend,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_side_lunge_alternating,Dumbbell Side Lunge Alternating,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_side_lunge_left_n_right,Dumbbell Side Lunge Left N Right,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_side_lunge_single_leg,Dumbbell Side Lunge Single Leg,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_side_lying_one_hand_raise,Dumbbell Side Lying One Hand Raise,Dumbbells,"Dumbbell, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_side_plank_up_down,Dumbbell Side Plank Up Down,,Dumbbell,1.0,,Dumbbells,resolved,
ea_dumbbell_side_plank_with_rear_fly,Dumbbell Side Plank with Rear Fly,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_side_squat_side_to_side,Dumbbell Side Squat Side to Side,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_silverback_shrug,Dumbbell Silverback Shrug,,dumbbells,1.0,,Dumbbells,resolved,
ea_dumbbell_simultaneous_biceps_curl,Dumbbell Simultaneous Biceps Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_arm_floor_press,Dumbbell Single Arm Floor Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_arm_floor_press_from_close_elbow,Dumbbell Single Arm Floor Press From Close Elbow,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_arm_overhead_carry,Dumbbell Single Arm Overhead Carry,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_arm_overhead_lunge,Dumbbell Single Arm Overhead Lunge,Kettlebells,Dumbbell,1.0,False,Dumbbells,resolved,"promoted on manual review: sheet said Kettlebells, poster clearly shows a dumbbell"
ea_dumbbell_single_arm_starfish_crunch,Dumbbell Single Arm Starfish Crunch,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_arm_underhand_front_raise,Dumbbell Single Arm Underhand Front Raise,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_arm_upright_row,Dumbbell Single Arm Upright Row,,dumbbells,1.0,,Dumbbells,resolved,
ea_dumbbell_single_leg_calf_raise_wall_support,Dumbbell Single Leg Calf Raise Wall Support,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_leg_deadlift,Dumbbell Single Leg Deadlift,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_leg_glute_bridge,Dumbbell Single Leg Glute Bridge,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_leg_hip_thrust,Dumbbell Single Leg Hip Thrust,,"Weight bench, dumbbell",1.0,,Weight bench,resolved,
ea_dumbbell_single_leg_single_arm_deadlift,Dumbbell Single Leg Single Arm Deadlift,,Dumbbells,1.0,,Dumbbells,resolved,
ea_dumbbell_single_leg_split_squat,Dumbbell Single Leg Split Squat,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_single_leg_squat,Dumbbell Single Leg Squat,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_single_leg_squat_with_support_pistol,Dumbbell Single Leg Squat with Support (pistol),Dumbbells,"Dumbbell, Squat rack",1.0,True,Squat rack,resolved,
ea_dumbbell_single_leg_step_up,Dumbbell Single Leg Step-up,Dumbbells,"Dumbbells, Plyo box",1.0,True,Dumbbells,resolved,
ea_dumbbell_skullcrusher,Dumbbell Skullcrusher,,"Dumbbells, Weight bench",1.0,,Weight bench,resolved,
ea_dumbbell_split_squat,Dumbbell Split Squat,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_squats,Dumbbell Squats,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_squats_to_shoulder_press,Dumbbell Squats to Shoulder Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_staggered_deadlift,Dumbbell Staggered Deadlift,,dumbbells,1.0,,Dumbbells,resolved,
ea_dumbbell_staggered_glute_bridge,Dumbbell Staggered Glute Bridge,,none,0.95,,none,confirmed_no_equipment,
ea_dumbbell_staggered_hip_thrust,Dumbbell Staggered Hip Thrust,,"Dumbbell, Weight bench",1.0,,Weight bench,resolved,
ea_dumbbell_standing_alternate_overhead_press,Dumbbell Standing Alternate Overhead Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_alternate_raise,Dumbbell Standing Alternate Raise,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_alternate_vertical_front_raises,Dumbbell Standing Alternate Vertical Front Raises,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_behind_back_shoulders_press,Dumbbell Standing Behind Back Shoulders Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_both_arms_kickback,Dumbbell Standing Both Arms Kickback,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_calf_raise,Dumbbell Standing Calf Raise,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_calf_raise_on_step,Dumbbell Standing Calf Raise on Step,Dumbbells,"Dumbbells, Step platform",1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_concentration_curl,Dumbbell Standing Concentration Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_curl_arnold_press,Dumbbell Standing Curl Arnold Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_front_raise_above_head,Dumbbell Standing Front Raise Above Head,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_hammer_drag_curl,Dumbbell Standing Hammer Drag Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_hip_abduction,Dumbbell Standing Hip Abduction,,dumbbell,1.0,,Dumbbells,resolved,
ea_dumbbell_standing_one_arm_concentration_curl,Dumbbell Standing One Arm Concentration Curl,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_one_arm_curl_over_incline_bench,Dumbbell Standing One Arm Curl Over Incline Bench,Dumbbells,"Dumbbell, Incline Weight Bench",1.0,True,Weight bench,resolved,
ea_dumbbell_standing_one_arm_extension,Dumbbell Standing One Arm Extension,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_overhead_press,Dumbbell Standing Overhead Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_palms_in_press,Dumbbell Standing Palms in Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_preacher_curl,Dumbbell Standing Preacher Curl,Dumbbells,"Dumbbell, Preacher curl bench",1.0,True,Preacher curl bench,resolved,
ea_dumbbell_standing_reverse_curl,Dumbbell Standing Reverse Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_simultaneous_biceps_curl,Dumbbell Standing Simultaneous Biceps Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_single_arm_cross_raise,Dumbbell Standing Single Arm Cross Raise,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_single_leg_calf_raise,Dumbbell Standing Single Leg Calf Raise,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_triceps_extension,Dumbbell Standing Triceps Extension,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_wide_simultaneous_biceps_curl,Dumbbell Standing Wide Simultaneous Biceps Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_standing_wrist_curl,Dumbbell Standing Wrist Curl,Dumbbells,Barbell,1.0,False,none,DISAGREEMENT,"REJECTED on manual review: poster clearly shows dumbbells, not a barbell"
ea_dumbbell_starfish_crunch_alternating,Dumbbell Starfish Crunch Alternating,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_static_lunge,Dumbbell Static Lunge,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_step_up_on_bench,Dumbbell Step Up on Bench,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_step_up_with_knee_raise,Dumbbell Step-up with Knee Raise,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_stiff_leg_deadlift,Dumbbell Stiff Leg Deadlift,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_straight_arm_crunch,Dumbbell Straight Arm Crunch,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_straight_arm_twisting_sit_up,Dumbbell Straight Arm Twisting Sit-up,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_straight_leg_deadlift,Dumbbell Straight Leg Deadlift,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_straight_leg_russian_twist,Dumbbell Straight Leg Russian Twist,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_suitcase_carry,Dumbbell Suitcase Carry,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_suitcase_crunch,Dumbbell Suitcase Crunch,,Dumbbell,1.0,,Dumbbells,resolved,
ea_dumbbell_sumo_squat_off_benches,Dumbbell Sumo Squat Off Benches,Dumbbells,"Dumbbell, Weight benches",1.0,True,Dumbbells,resolved,
ea_dumbbell_supported_sissy_squat,Dumbbell Supported Sissy Squat,Dumbbells,Sissy squat machine,1.0,False,Sissy squat machine,resolved,"batch 3, registry expansion (52->67): "
ea_dumbbell_svend_press,Dumbbell Svend Press,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_swing,Dumbbell Swing,,Dumbbell,1.0,,Dumbbells,resolved,
ea_dumbbell_tate_press,Dumbbell Tate Press,Dumbbells,"Dumbbells, Weight bench",1.0,True,Weight bench,resolved,
ea_dumbbell_triceps_kick_back_single_arm,Dumbbell Triceps Kick Back Single Arm,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_upright_shoulder_external_rotatio,Dumbbell Upright Shoulder External Rotatio,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_upright_shoulder_external_rotation,Dumbbell Upright Shoulder External Rotation,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_v_up,Dumbbell V-up,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_w_press,Dumbbell W Press,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_waiter_biceps_curl,Dumbbell Waiter Biceps Curl,Dumbbells,Dumbbell,1.0,True,Dumbbells,resolved,
ea_dumbbell_zottman_curl,Dumbbell Zottman Curl,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbell_zottman_preacher_curl,Dumbbell Zottman Preacher Curl,Dumbbells,"Dumbbells, Preacher curl bench",1.0,True,Preacher curl bench,resolved,
ea_dumbbells_bent_over_row,Dumbbells Bent Over Row,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbells_bent_over_row_pronated_grip,Dumbbells Bent Over Row Pronated Grip,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbells_plank_to_alternating_row,Dumbbells Plank to Alternating Row,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbbells_single_arm_row,Dumbbells Single Arm Row,,"Dumbbell, Weight bench",1.0,,Weight bench,resolved,
ea_dumbbells_triceps_kick_back_both_arms,Dumbbells Triceps Kick Back Both Arms,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dumbell_burpee,Dumbell Burpee,Dumbbells,Dumbbells,1.0,True,Dumbbells,resolved,
ea_dynamic_leg_swing,Dynamic Leg Swing,,Squat rack,1.0,,Squat rack,resolved,
ea_eagle_arms_chin_into_chest,Eagle Arms Chin Into Chest,,none,1.0,,none,confirmed_no_equipment,
ea_easy_pose_neck_stretch,Easy Pose Neck Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_easy_seated_twist_pose,Easy Seated Twist Pose,,none,1.0,,none,confirmed_no_equipment,
ea_elbow_back_stretch,Elbow Back Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_elbow_extension,Elbow-extension,,none,1.0,,none,confirmed_no_equipment,
ea_elbow_extension_and_supination_pronation_forearm_stretch,Elbow Extension and Supination Pronation Forearm Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_elbow_flexor_stretch,Elbow Flexor Stretch,,wall,1.0,,none,unresolved,
ea_elbow_lift_reverse_push_up,Elbow Lift Reverse Push Up,,two weight benches,1.0,,Weight bench,resolved,
ea_elbow_push_plank_up,Elbow Push Plank Up,,none,1.0,,none,confirmed_no_equipment,
ea_elbow_up_and_down_dynamic_plank,Elbow-up and Down Dynamic Plank,,none,1.0,,none,confirmed_no_equipment,
ea_elbows_back_stretch,Elbows Back Stretch,,none,1.0,,none,confirmed_no_equipment,
ea_elevated_pike_shoulder_shrug,Elevated Pike Shoulder Shrug,,plyo box,1.0,,Plyo box,resolved,
ea_elevated_push_up,Elevated Push Up,,blocks,1.0,,none,unresolved,
ea_elevated_standing_calf_raise,Elevated Standing Calf Raise,,"squat rack, step platform",0.95,,Squat rack,resolved,
ea_exercise_ball_back_extension_with_hands_behind_head,Exercise Ball Back Extension with Hands Behind Head,,stability ball,1.0,,Stability ball,resolved,
ea_exercise_ball_back_stretch,Exercise Ball Back Stretch,Exercise Ball,Exercise Ball,1.0,True,Stability ball,resolved,
ea_exercise_ball_body_saw,Exercise Ball Body Saw,,stability ball,1.0,,Stability ball,resolved,
ea_exercise_ball_hip_flexor_stretch,Exercise Ball Hip Flexor Stretch,Yoga Mat,Stability ball,1.0,False,Stability ball,resolved,promoted on manual review: 
ea_exercise_ball_lat_stretch,Exercise Ball Lat Stretch,Exercise Ball,Exercise Ball,1.0,True,Stability ball,resolved,
ea_exercise_ball_leg_curl,Exercise Ball Leg Curl,,exercise ball,1.0,,Stability ball,resolved,
ea_exercise_ball_lower_back_dynamic_stretch,Exercise Ball Lower Back Dynamic Stretch,Exercise Ball,Exercise Ball,1.0,True,Stability ball,resolved,
ea_exercise_ball_lower_back_prone_stretch,Exercise Ball Lower Back Prone Stretch,Exercise Ball,Exercise Ball,1.0,True,Stability ball,resolved,
ea_exercise_ball_lying_side_lat_stretch,Exercise Ball Lying Side Lat Stretch,Exercise Ball,Exercise Ball,1.0,True,Stability ball,resolved,
ea_exercise_ball_lying_side_lat_stretch_v_2,Exercise Ball Lying Side Lat Stretch V.2,Exercise Ball,Exercise Ball,1.0,True,Stability ball,resolved,
ea_exercise_ball_one_legged_diagonal_kick_hamstring_curl,Exercise Ball One Legged Diagonal Kick Hamstring Curl,,exercise ball,1.0,,Stability ball,resolved,
