exercise_id,title_en,title_ru,equipment_id,equipment_label,muscles_n,primary_muscles_n,difficulty,duration_min,has_purpose_en,has_purpose_ru,steps_n,contraindications_n,contraindications,video_men,video_girl,poster_men,poster_girl,pose_target_id,form_check_supported,is_stretch,vendor_group,quarantined,summary_eq_steps0_en,summary_eq_steps0_ru,summary_cluster_size,steps_cluster_size,data_quality_status
ea_dumbbell_one_arm_lateral_raise,Dumbbell One Arm Lateral Raise,Подъём гантели одной рукой в сторону,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell One Arm Lateral Raise.mp4,,assets/posters/men/ea_dumbbell_one_arm_lateral_raise.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_low_fly,Dumbbell One Arm Low Fly,Разведение гантели одной рукой снизу,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell One Arm Low Fly.mp4,,assets/posters/men/ea_dumbbell_one_arm_low_fly.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_reverse_preacher_curl,Dumbbell One Arm Reverse Preacher Curl,Сгибание рук с гантелью одной рукой на скамье Скотта обратным хватом,preacher_curl_bench,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell One Arm Reverse Preacher Curl.mp4,,assets/posters/men/ea_dumbbell_one_arm_reverse_preacher_curl.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_reverse_wrist_curl,Dumbbell One Arm Reverse Wrist Curl,Сгибание запястья с гантелью одной рукой обратным хватом,bench_press,Dumbbells,2,1,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Forearms/Dumbbell One arm Reverse Wrist Curl.mp4,,assets/posters/men/ea_dumbbell_one_arm_reverse_wrist_curl.jpg,,curl,True,False,Forearms,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_row_rack_support,Dumbbell One Arm Row (rack Support),Тяга гантели одной рукой с опорой на стойку,squat_rack,Dumbbells,4,1,beginner,10,False,False,4,1,upper_back,exercises/men/Back/Dumbbell One Arm Row (rack support).mp4,,assets/posters/men/ea_dumbbell_one_arm_row_rack_support.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_seated_neutral_wrist_curl,Dumbbell One Arm Seated Neutral Wrist Curl,Сгибание запястья с гантелью одной рукой сидя нейтральным хватом,bench_press,Dumbbells,1,1,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Forearms/Dumbbell One Arm Seated Neutral Wrist Curl.mp4,,assets/posters/men/ea_dumbbell_one_arm_seated_neutral_wrist_curl.jpg,,,False,False,Forearms,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_shoulder_press_version_2,Dumbbell One Arm Shoulder Press (version 2),Жим гантели одной рукой от плеча (вариант 2),dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell One Arm Shoulder Press (VERSION 2).mp4,,assets/posters/men/ea_dumbbell_one_arm_shoulder_press_version_2.jpg,,overhead_press,True,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_snatch,Dumbbell One Arm Snatch,Рывок гантели одной рукой,dumbbell,Dumbbells,6,3,beginner,10,False,False,4,3,lower_back|shoulder|wrist,exercises/men/Powerlifting/Dumbbell One Arm Snatch.mp4,,assets/posters/men/ea_dumbbell_one_arm_snatch.jpg,,,False,False,Powerlifting,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_triceps_extension_on_bench,Dumbbell One Arm Triceps Extension (on Bench),Разгибание на трицепс одной рукой с гантелью (на скамье),bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Triceps/Dumbbell One Arm Triceps Extension (on bench).mp4,,assets/posters/men/ea_dumbbell_one_arm_triceps_extension_on_bench.jpg,,,False,False,Triceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_wide_grip_bench_press,Dumbbell One Arm Wide Grip Bench Press,Жим лёжа одной рукой с гантелью широким хватом,bench_press,Dumbbells,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Chest/Dumbbell One Arm Wide Grip Bench Press.mp4,,assets/posters/men/ea_dumbbell_one_arm_wide_grip_bench_press.jpg,,,False,False,Chest,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_wrist_curl,Dumbbell One Arm Wrist Curl,Сгибание запястий одной рукой с гантелью,bench_press,Dumbbells,1,1,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Forearms/Dumbbell One arm Wrist Curl.mp4,,assets/posters/men/ea_dumbbell_one_arm_wrist_curl.jpg,,curl,True,False,Forearms,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_one_arm_zottman_preacher_curl,Dumbbell One Arm Zottman Preacher Curl,Сгибание Зоттмана одной рукой с гантелью на скамье Скотта,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell One Arm Zottman Preacher Curl.mp4,,assets/posters/men/ea_dumbbell_one_arm_zottman_preacher_curl.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_over_bench_reverse_wrist_curl,Dumbbell Over Bench Reverse Wrist Curl,Обратное сгибание запястий с гантелью через скамью,bench_press,Dumbbells,1,1,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Forearms/Dumbbell Over Bench Reverse Wrist Curl.mp4,,assets/posters/men/ea_dumbbell_over_bench_reverse_wrist_curl.jpg,,,False,False,Forearms,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_over_bench_wrist_curl,Dumbbell Over Bench Wrist Curl,Сгибание запястий с гантелью через скамью,bench_press,Dumbbells,1,1,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Forearms/Dumbbell Over Bench Wrist Curl.mp4,,assets/posters/men/ea_dumbbell_over_bench_wrist_curl.jpg,,,False,False,Forearms,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_overhead_extension_seated,Dumbbell Overhead Extension Seated,Разгибание рук с гантелью над головой сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,2,elbow|shoulder,exercises/men/Triceps/dumbbell overhead extension seated.mp4,,assets/posters/men/ea_dumbbell_overhead_extension_seated.jpg,,,False,False,Triceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_overhead_extension_standing,Dumbbell Overhead Extension Standing,Разгибание рук с гантелью над головой стоя,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,2,elbow|shoulder,exercises/men/Triceps/Dumbbell overhead extension standing.mp4,,assets/posters/men/ea_dumbbell_overhead_extension_standing.jpg,,,False,False,Triceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_overhead_lunge,Dumbbell Overhead Lunge,Выпад с гантелями над головой,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,3,hip|knee|shoulder,exercises/men/Legs/Dumbbell Overhead Lunge.mp4,,assets/posters/men/ea_dumbbell_overhead_lunge.jpg,,lunge,True,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_overhead_side_bend,Dumbbell Overhead Side Bend,Наклоны в сторону с гантелью над головой,dumbbell,Dumbbells,1,0,beginner,10,True,True,5,1,shoulder,exercises/men/Abdominals/Dumbbell Overhead Side Bend.mp4,exercises/girl/Abdominals/Dumbbell Overhead Side Bend.mp4,assets/posters/men/ea_dumbbell_overhead_side_bend.jpg,assets/posters/girl/ea_dumbbell_overhead_side_bend.jpg,,False,False,Abdominals,False,True,True,1,1,NO_PRIMARY_MUSCLES
ea_dumbbell_overhead_sit_up,Dumbbell Overhead Sit-up,Скручивания с гантелью над головой,dumbbell,Dumbbells,3,1,beginner,10,False,False,4,3,lower_back|neck|shoulder,exercises/men/Abdominals/Dumbbell Overhead Sit-up.mp4,,assets/posters/men/ea_dumbbell_overhead_sit_up.jpg,,situp,True,False,Abdominals,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_pendlay_row,Dumbbell Pendlay Row,Тяга Пендлая с гантелями,dumbbell,Dumbbells,1,0,beginner,10,True,True,5,2,lower_back|upper_back,exercises/men/Back/Dumbbell Pendlay Row.mp4,exercises/girl/Back/Dumbbell Pendlay Row.mp4,assets/posters/men/ea_dumbbell_pendlay_row.jpg,assets/posters/girl/ea_dumbbell_pendlay_row.jpg,,False,False,Back,False,True,True,1,1,NO_PRIMARY_MUSCLES
ea_dumbbell_plank_pullthrough,Dumbbell Plank Pullthrough,Протяжка гантели в планке,dumbbell,Dumbbells,1,0,beginner,10,True,True,5,2,elbow|wrist,exercises/men/Shoulders/Dumbbell Plank Pullthrough.mp4,exercises/girl/Shoulders/Dumbbell Plank Pullthrough.mp4,assets/posters/men/ea_dumbbell_plank_pullthrough.jpg,assets/posters/girl/ea_dumbbell_plank_pullthrough.jpg,pushup,True,False,Shoulders,False,True,True,1,1,NO_PRIMARY_MUSCLES
ea_dumbbell_preacher_curl,Dumbbell Preacher Curl,Сгибание на бицепс с гантелью на скамье Скотта,preacher_curl_bench,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Preacher Curl.mp4,,assets/posters/men/ea_dumbbell_preacher_curl.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_preacher_curl_turned_torso,Dumbbell Preacher Curl (turned Torso),Сгибание на бицепс с гантелью на скамье Скотта (с поворотом корпуса),preacher_curl_bench,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Preacher Curl (Turned Torso).mp4,,assets/posters/men/ea_dumbbell_preacher_curl_turned_torso.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_preacher_curl_over_exercise_ball,Dumbbell Preacher Curl Over Exercise Ball,Сгибание на бицепс с гантелями на фитболе,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Preacher Curl over Exercise Ball.mp4,,assets/posters/men/ea_dumbbell_preacher_curl_over_exercise_ball.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_press_squat,Dumbbell Press Squat,Присед с жимом гантели,dumbbell,Dumbbells,6,3,beginner,10,False,False,4,4,ankle|hip|knee|shoulder,exercises/men/Legs/Dumbbell Press Squat.mp4,,assets/posters/men/ea_dumbbell_press_squat.jpg,,,False,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_pronate_grip_triceps_extension,Dumbbell Pronate-grip Triceps Extension,Разгибание на трицепс с гантелями пронированным хватом,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Triceps/Dumbbell Pronate-grip Triceps Extension.mp4,,assets/posters/men/ea_dumbbell_pronate_grip_triceps_extension.jpg,,,False,False,Triceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_prone_incline_curl,Dumbbell Prone Incline Curl,Сгибание на бицепс с гантелями лёжа на наклонной скамье,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Prone Incline Curl.mp4,,assets/posters/men/ea_dumbbell_prone_incline_curl.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_prone_incline_hammer_curl,Dumbbell Prone Incline Hammer Curl,Молотковое сгибание на бицепс с гантелями лёжа на наклонной скамье,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Prone Incline Hammer Curl.mp4,,assets/posters/men/ea_dumbbell_prone_incline_hammer_curl.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_pullover,Dumbbell Pullover,Пуловер с гантелью,bench_press,Dumbbells,4,2,beginner,10,False,False,4,1,shoulder,exercises/men/Back/Dumbbell Pullover.mp4,,assets/posters/men/ea_dumbbell_pullover.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_pullover_version_2,Dumbbell Pullover (version 2),Пуловер с гантелью (вариант 2),bench_press,Dumbbells,4,2,beginner,10,False,False,4,1,shoulder,exercises/men/Back/Dumbbell Pullover (VERSION 2).mp4,,assets/posters/men/ea_dumbbell_pullover_version_2.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_pullover_hip_extension_on_exercise_ball,Dumbbell Pullover Hip Extension on Exercise Ball,Пуловер с гантелью и разгибание бедра на фитболе,dumbbell,Dumbbells,6,4,beginner,10,False,False,4,2,hip|shoulder,exercises/men/Calisthenics-Cardio-Plyo-Functional/Dumbbell Pullover Hip Extension on Exercise Ball.mp4,,assets/posters/men/ea_dumbbell_pullover_hip_extension_on_exercise_ball.jpg,,,False,False,Calisthenics-Cardio-Plyo-Functional,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_pullover_on_floor,Dumbbell Pullover on Floor,Пуловер с гантелью на полу,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,1,shoulder,exercises/men/Back/Dumbbell Pullover on floor.mp4,,assets/posters/men/ea_dumbbell_pullover_on_floor.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_push_press,Dumbbell Push Press,Жим гантелей с толчком,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,2,knee|shoulder,exercises/men/Shoulders/Dumbbell Push Press.mp4,,assets/posters/men/ea_dumbbell_push_press.jpg,,overhead_press,True,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_rdl_stretch_isometric,Dumbbell Rdl Stretch Isometric,Изометрическая растяжка в румынской тяге с гантелью,dumbbell,Dumbbells,3,2,beginner,10,False,False,4,1,lower_back,exercises/men/Stretching - Mobility/dumbbell rdl stretch isometric.mp4,,assets/posters/men/ea_dumbbell_rdl_stretch_isometric.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_rear_delt_row,Dumbbell Rear Delt Row,Тяга гантели на заднюю дельту,bench_press,Dumbbells,3,2,beginner,10,False,False,4,2,shoulder|upper_back,exercises/men/Shoulders/Dumbbell Rear Delt Row.mp4,,assets/posters/men/ea_dumbbell_rear_delt_row.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_rear_full_shrugs,Dumbbell Rear Full Shrugs,Шраги с гантелями за спиной,dumbbell,Dumbbells,2,1,beginner,10,False,False,3,3,lower_back|neck|upper_back,exercises/men/Shoulders/Dumbbell Rear Full Shrugs.mp4,,assets/posters/men/ea_dumbbell_rear_full_shrugs.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_rear_lateral_raise,Dumbbell Rear Lateral Raise,Разведение гантелей в наклоне на заднюю дельту,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell Rear Lateral Raise.mp4,,assets/posters/men/ea_dumbbell_rear_lateral_raise.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_rear_lunge,Dumbbell Rear Lunge,Выпады назад с гантелями,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,2,hip|knee,exercises/men/Legs/Dumbbell Rear Lunge.mp4,,assets/posters/men/ea_dumbbell_rear_lunge.jpg,,lunge,True,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_rear_lunge_from_step,Dumbbell Rear Lunge From Step,Выпады назад с гантелями со степа,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,2,hip|knee,exercises/men/Legs/Dumbbell Rear Lunge from Step.mp4,,assets/posters/men/ea_dumbbell_rear_lunge_from_step.jpg,,lunge,True,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_renegade_row,Dumbbell Renegade Row,Тяга гантели в планке (Renegade Row),dumbbell,Dumbbells,4,2,beginner,10,False,False,4,1,upper_back,exercises/men/Back/Dumbbell Renegade Row.mp4,,assets/posters/men/ea_dumbbell_renegade_row.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_reverse_fly,Dumbbell Reverse Fly,Разведение гантелей в наклоне (обратные разведения),bench_press,Dumbbells,1,1,beginner,10,False,False,4,2,shoulder|upper_back,exercises/men/Shoulders/Dumbbell Reverse Fly.mp4,,assets/posters/men/ea_dumbbell_reverse_fly.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_reverse_grip_biceps_curl,Dumbbell Reverse Grip Biceps Curl,Сгибание рук с гантелями обратным хватом,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Reverse grip Biceps Curl.mp4,,assets/posters/men/ea_dumbbell_reverse_grip_biceps_curl.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_reverse_lunge_on_the_spot,Dumbbell Reverse Lunge on the Spot,Выпады назад с гантелями на месте,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,2,hip|knee,exercises/men/Legs/Dumbbell Reverse Lunge on the spot.mp4,,assets/posters/men/ea_dumbbell_reverse_lunge_on_the_spot.jpg,,lunge,True,False,Legs,False,True,True,2,1,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_dumbbell_reverse_lunges_pulses,Dumbbell Reverse Lunges Pulses,Пульсирующие выпады назад с гантелями,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,2,hip|knee,exercises/men/Legs/Dumbbell reverse lunges pulses.mp4,,assets/posters/men/ea_dumbbell_reverse_lunges_pulses.jpg,,lunge,True,False,Legs,False,True,True,2,1,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_dumbbell_reverse_spider_curl,Dumbbell Reverse Spider Curl,Сгибание рук с гантелями обратным хватом на наклонной скамье (Spider Curl),bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Reverse Spider Curl.mp4,,assets/posters/men/ea_dumbbell_reverse_spider_curl.jpg,,curl,True,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_reverse_wrist_curl,Dumbbell Reverse Wrist Curl,Сгибание запястий с гантелями обратным хватом,bench_press,Dumbbells,1,0,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Forearms/Dumbbell Reverse Wrist Curl.mp4,,assets/posters/men/ea_dumbbell_reverse_wrist_curl.jpg,,curl,True,False,Forearms,False,True,True,1,1,NO_PRIMARY_MUSCLES;NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_romanian_deadlift,Dumbbell Romanian Deadlift,Румынская тяга с гантелями,dumbbell,Dumbbells,4,2,beginner,10,False,False,4,2,hip|lower_back,exercises/men/Back/Dumbbell Romanian Deadlift.mp4,,assets/posters/men/ea_dumbbell_romanian_deadlift.jpg,,hinge,True,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_russian_twist_with_legs_floor_off,Dumbbell Russian Twist with Legs Floor Off,Русские скручивания с гантелью с поднятыми ногами,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,0,,exercises/men/Abdominals/Dumbbell Russian Twist with Legs Floor Off.mp4,,assets/posters/men/ea_dumbbell_russian_twist_with_legs_floor_off.jpg,,,False,False,Abdominals,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_scott_press,Dumbbell Scott Press,Жим Скотта с гантелями,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell Scott Press.mp4,,assets/posters/men/ea_dumbbell_scott_press.jpg,,,False,False,Shoulders,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_dumbbell_scott_press_360_degrees,Dumbbell Scott Press (360 Degrees),Жим Скотта с гантелями (360 градусов),dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell Scott Press (360 degrees).mp4,,assets/posters/men/ea_dumbbell_scott_press_360_degrees.jpg,,,False,False,Shoulders,False,True,True,2,2,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_dumbbell_seated_alternate_front_raise,Dumbbell Seated Alternate Front Raise,Попеременный подъём гантелей перед собой сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell Seated Alternate Front Raise.mp4,,assets/posters/men/ea_dumbbell_seated_alternate_front_raise.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_alternate_press,Dumbbell Seated Alternate Press,Попеременный жим гантелей сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell Seated Alternate Press.mp4,,assets/posters/men/ea_dumbbell_seated_alternate_press.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_alternate_shoulder_press,Dumbbell Seated Alternate Shoulder Press,Попеременный жим гантелей сидя на плечи,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell Seated Alternate Shoulder Press.mp4,,assets/posters/men/ea_dumbbell_seated_alternate_shoulder_press.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_bench_extension,Dumbbell Seated Bench Extension,Разгибание рук с гантелью сидя на скамье,bench_press,Dumbbells,2,1,beginner,10,False,False,4,0,,exercises/men/Triceps/Dumbbell Seated Bench Extension.mp4,,assets/posters/men/ea_dumbbell_seated_bench_extension.jpg,,,False,False,Triceps,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_calf_raise,Dumbbell Seated Calf Raise,Подъём на носки сидя с гантелями,bench_press,Dumbbells,1,1,beginner,10,False,False,4,1,ankle,exercises/men/Legs/Dumbbell Seated Calf Raise.mp4,,assets/posters/men/ea_dumbbell_seated_calf_raise.jpg,,,False,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_curl,Dumbbell Seated Curl,Сгибание рук с гантелями сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Seated Curl.mp4,,assets/posters/men/ea_dumbbell_seated_curl.jpg,,,False,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_front_raise,Dumbbell Seated Front Raise,Подъём гантелей перед собой сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Dumbbell Seated Front Raise.mp4,,assets/posters/men/ea_dumbbell_seated_front_raise.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_hammer_curl,Dumbbell Seated Hammer Curl,Молотковые сгибания рук с гантелями сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Seated Hammer Curl.mp4,,assets/posters/men/ea_dumbbell_seated_hammer_curl.jpg,,,False,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_kickback,Dumbbell Seated Kickback,Разгибание рук назад с гантелями сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Triceps/Dumbbell Seated Kickback.mp4,,assets/posters/men/ea_dumbbell_seated_kickback.jpg,,,False,False,Triceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_lateral_raise,Dumbbell Seated Lateral Raise,Разведение гантелей в стороны сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,3,1,shoulder,exercises/men/Shoulders/Dumbbell Seated Lateral Raise.mp4,,assets/posters/men/ea_dumbbell_seated_lateral_raise.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_neutral_wrist_curl,Dumbbell Seated Neutral Wrist Curl,Сгибание запястий с гантелями нейтральным хватом сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Forearms/Dumbbell Seated Neutral Wrist Curl.mp4,,assets/posters/men/ea_dumbbell_seated_neutral_wrist_curl.jpg,,,False,False,Forearms,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_on_exercise_ball_shoulder_press,Dumbbell Seated on Exercise Ball Shoulder Press,Жим гантелей на плечи сидя на фитболе,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/dumbbell seated on exercise ball shoulder press.mp4,,assets/posters/men/ea_dumbbell_seated_on_exercise_ball_shoulder_press.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_one_leg_calf_raise_hammer_grip,Dumbbell Seated One Leg Calf Raise Hammer Grip,Подъёмы на носок одной ногой сидя с гантелью молотковым хватом,bench_press,Dumbbells,1,1,beginner,10,False,False,3,1,ankle,exercises/men/Legs/Dumbbell Seated One Leg Calf Raise Hammer Grip.mp4,,assets/posters/men/ea_dumbbell_seated_one_leg_calf_raise_hammer_grip.jpg,,,False,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_preacher_curl,Dumbbell Seated Preacher Curl,Сгибание рук с гантелями на скамье Скотта сидя,preacher_curl_bench,Dumbbells,2,1,beginner,10,False,False,4,1,elbow,exercises/men/Biceps/Dumbbell Seated Preacher Curl.mp4,,assets/posters/men/ea_dumbbell_seated_preacher_curl.jpg,,,False,False,Biceps,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_dumbbell_seated_reverse_close_grip_press,Dumbbell Seated Reverse Close Grip Press,Жим гантелей обратным узким хватом сидя,bench_press,Dumbbells,2,1,beginner,10,False,False,3,2,elbow|shoulder,exercises/men/Shoulders/Dumbbell Seated Reverse Close Grip Press.mp4,,assets/posters/men/ea_dumbbell_seated_reverse_close_grip_press.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
