id,title,group,has_purpose,final_priority,confirmed_real_issue_codes,visual_status
ea_barbell_feet_elevated_glute_bridge,Barbell Feet Elevated Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_feet_elevated_single_leg_glute_bridge,Barbell Feet Elevated Single Leg Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_feet_elevated_staggered_glute_bridge,Barbell Feet Elevated Staggered Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_front_bench_squat,Barbell Front Bench Squat,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_front_chest_bench_squat,Barbell Front Chest Bench Squat,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_front_chest_lunges,Barbell Front Chest Lunges,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_front_chest_squat,Barbell Front Chest Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_front_lunges_with_small_pause,Barbell Front Lunges with Small Pause,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_front_rack_lunge,Barbell Front Rack Lunge,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_front_squats,Barbell Front Squats,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_full_squat,Barbell Full Squat,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_full_squat_side_pov,Barbell Full Squat Side Pov,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_full_squat_wide,Barbell Full Squat Wide,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_full_squat_back,Barbell Full Squat(back),Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_full_squat_with_rack,Barbell Full Squat(with Rack),Legs,False,PASS,,NOT_VERIFIED
ea_barbell_full_zercher_squat,Barbell Full Zercher Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_glute_bridge,Barbell Glute Bridge,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_glute_bridge_hands_on_bar,Barbell Glute Bridge (hands on Bar),Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_hip_thrust,Barbell Hip Thrust,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_jefferson_split_squat,Barbell Jefferson Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_jefferson_squat,Barbell Jefferson Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_jump_squat,Barbell Jump Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_kas_glute_bridge,Barbell KAS Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_kneeling_squat,Barbell Kneeling Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_lateral_lunges,Barbell Lateral Lunges,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_low_bar_squat,Barbell Low Bar Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_lunges,Barbell Lunges,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_lunges_on_the_spot,Barbell Lunges on the Spot,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_barbell_narrow_stance_full_squat,Barbell Narrow Stance Full Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_narrow_stance_squat,Barbell Narrow Stance Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_one_leg_hip_thrust,Barbell One Leg Hip Thrust,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_overhead_lunges,Barbell Overhead Lunges,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_overhead_squat,Barbell Overhead Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_pause_lunge,Barbell Pause Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_quarter_squat,Barbell Quarter Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_rear_lunge_on_box,Barbell Rear Lunge on Box,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_rear_lunges,Barbell Rear Lunges,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_seated_on_knee_calve_raises,Barbell Seated on Knee Calve Raises,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_side_split_squat,Barbell Side Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_side_step_up,Barbell Side Step Up,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_single_leg_split_squat,Barbell Single Leg Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_split_squat,Barbell Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_squat_back_pov,Barbell Squat Back POV,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_squat_to_grass,Barbell Squat to Grass,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_squat_with_2_sec_hold,Barbell Squat with 2 Sec Hold,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_staggered_deadlift,Barbell Staggered Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_standing_leg_calf_raises,Barbell Standing Leg Calf Raises,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_step_up_balance_on_box,Barbell Step Up Balance on Box,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_step_up_on_bench,Barbell Step Up on Bench,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_stiff_leg_deadlift,Barbell Stiff Leg Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_straight_leg_deadlift,Barbell Straight Leg Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_barbell_sumo_romanian_deadlift,Barbell Sumo Romanian Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_bench_alternating_step_ups,Bench Alternating Step Ups,Legs,False,PASS,,NOT_VERIFIED
ea_bench_bulgarian_split_squats_left,Bench Bulgarian Split Squats Left,Legs,False,PASS,,NOT_VERIFIED
ea_bench_bulgarian_split_squats_right,Bench Bulgarian Split Squats Right,Legs,False,PASS,,NOT_VERIFIED
ea_bent_knee_back_to_side_kick,Bent Knee Back to Side Kick,Legs,False,PASS,,NOT_VERIFIED
ea_bent_leg_side_kick_kneeling,Bent Leg Side Kick (kneeling),Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_calf_raises,Bodyweight Calf Raises,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_feet_elevated_figure_four_glute_bridge,Bodyweight Feet Elevated Figure Four Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_feet_elevated_staggered_glute_bridge,Bodyweight Feet Elevated Staggered Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_forward_lunge,Bodyweight Forward Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_full_squat_with_overhead_press,Bodyweight Full Squat with Overhead Press,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_hip_thrust,Bodyweight Hip Thrust,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_kneeling_hold_to_stand,Bodyweight Kneeling Hold to Stand,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_kneeling_sissy_squat,Bodyweight Kneeling Sissy Squat,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_lying_leg_curl,Bodyweight Lying Leg Curl,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_overhead_squat,Bodyweight Overhead Squat,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_pulse_forward_lunge,Bodyweight Pulse Forward Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_pulse_squat,Bodyweight Pulse Squat,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_pulse_squat_arms_to_chest,Bodyweight Pulse Squat Arms to Chest,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_rear_lunge,Bodyweight Rear Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_rear_lunge_front_raise,Bodyweight Rear Lunge Front Raise,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_single_leg_deadlift,Bodyweight Single Leg Deadlift,Legs,False,P2,SPINE_CUE,NOT_VERIFIED
ea_bodyweight_squat_to_front_leg,Bodyweight Squat to Front Leg,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_squat_to_side_leg,Bodyweight Squat to Side Leg,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_squat_to_side_to_front_leg,Bodyweight Squat to Side to Front Leg,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_squats,Bodyweight Squats,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_squats_hold,Bodyweight Squats Hold,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_standing_calf_raise,Bodyweight Standing Calf Raise,Legs,False,PASS,,NOT_VERIFIED
ea_bodyweight_step_up_on_step_box,Bodyweight Step-up on Step Box,Legs,False,PASS,,NOT_VERIFIED
ea_box_jump,Box Jump,Legs,False,PASS,,NOT_VERIFIED
ea_box_jump_squats,Box Jump Squats,Legs,False,PASS,,NOT_VERIFIED
ea_bulgarian_split_squat,Bulgarian Split Squat,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_bulgarian_split_squat_bodyweight_left,Bulgarian Split Squat Bodyweight Left,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_bulgarian_split_squat_bodyweight_right,Bulgarian Split Squat Bodyweight Right,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_bulgarian_split_squat_cable_resistance_band,Bulgarian Split Squat Cable Resistance Band,Legs,False,PASS,,NOT_VERIFIED
ea_bulgarian_split_squat_left_bodyweight_side_view,Bulgarian Split Squat Left Bodyweight Side View,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_bulgarian_split_squat_right_bodyweight_side_view,Bulgarian Split Squat Right Bodyweight Side View,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_burpee_squat,Burpee Squat,Legs,False,PASS,,NOT_VERIFIED
ea_cable_assisted_inverse_leg_curl,Cable Assisted Inverse Leg Curl,Legs,False,PASS,,NOT_VERIFIED
ea_cable_calve_raise,Cable Calve Raise,Legs,False,PASS,,NOT_VERIFIED
ea_cable_goblet_squat,Cable Goblet Squat,Legs,False,PASS,,NOT_VERIFIED
ea_cable_hamstring_curl,Cable Hamstring Curl,Legs,False,PASS,,NOT_VERIFIED
ea_cable_individual_glute_kickbacks,Cable Individual Glute Kickbacks,Legs,False,P2,SPINE_CUE,NOT_VERIFIED
ea_cable_narrow_chair_stand_up,Cable Narrow Chair Stand-up,Legs,False,PASS,,NOT_VERIFIED
ea_cable_pull_through,Cable Pull Through,Legs,False,PASS,,NOT_VERIFIED
ea_cable_single_leg_deadlift,Cable Single Leg Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_cable_split_squat,Cable Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_cable_standing_leg_extension,Cable Standing Leg Extension,Legs,False,PASS,,NOT_VERIFIED
ea_calf_raise_clap,Calf Raise Clap,Legs,False,PASS,,NOT_VERIFIED
ea_calf_raise_from_deficit_with_chair_supported,Calf Raise From Deficit with Chair Supported,Legs,False,PASS,,NOT_VERIFIED
ea_calf_raise_leg_press_machine,Calf Raise Leg Press Machine,Legs,False,PASS,,NOT_VERIFIED
ea_calf_raise_on_hack_squat_machine,Calf Raise on Hack Squat Machine,Legs,False,PASS,,NOT_VERIFIED
ea_calf_raise_with_wall_support,Calf Raise with Wall Support,Legs,False,PASS,,NOT_VERIFIED
ea_chair_back_lunge_left_resistance_band,Chair Back Lunge Left Resistance Band,Legs,False,PASS,,NOT_VERIFIED
ea_chair_back_lunge_right_resistance_band,Chair Back Lunge Right Resistance Band,Legs,False,PASS,,NOT_VERIFIED
ea_chair_bulgarian_split_squats_bodyweight_left,Chair Bulgarian Split Squats Bodyweight Left,Legs,False,PASS,,NOT_VERIFIED
ea_chair_bulgarian_split_squats_bodyweight_right,Chair Bulgarian Split Squats Bodyweight Right,Legs,False,PASS,,NOT_VERIFIED
ea_chair_elevated_single_leg_glute_bridge,Chair Elevated Single Leg Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_chair_feet_elevated_glute_bridge,Chair Feet Elevated Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_chair_frog_feet_elevated_glute_bridge_bodyweight,Chair Frog Feet Elevated Glute Bridge Bodyweight,Legs,False,PASS,,NOT_VERIFIED
ea_clamshell,Clamshell,Legs,False,PASS,,NOT_VERIFIED
ea_clap_curtsy_squat,Clap Curtsy Squat,Legs,False,PASS,,NOT_VERIFIED
ea_cossack_squat,Cossack Squat,Legs,False,PASS,,NOT_VERIFIED
ea_counterbalanced_skater_squat,Counterbalanced Skater Squat,Legs,False,PASS,,NOT_VERIFIED
ea_crossed_arms_front_leg_kick,Crossed Arms Front Leg Kick,Legs,False,PASS,,NOT_VERIFIED
ea_curtsy_lunge_bodyweight,Curtsy Lunge Bodyweight,Legs,False,PASS,,NOT_VERIFIED
ea_curtsy_lunge_slide_with_towel,Curtsy Lunge Slide with Towel,Legs,False,PASS,,NOT_VERIFIED
ea_curtsy_lunges_resistance_band,Curtsy Lunges Resistance Band,Legs,False,PASS,,NOT_VERIFIED
ea_curtsy_squat,Curtsy Squat,Legs,False,PASS,,NOT_VERIFIED
ea_diagonal_lunge,Diagonal Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_donkey_calf_raise,Donkey Calf Raise,Legs,False,PASS,,NOT_VERIFIED
ea_donkey_kicks_bodyweight,Donkey Kicks Bodyweight,Legs,False,PASS,,NOT_VERIFIED
ea_double_jump_squat,Double Jump Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_bar_grip_sumo_squat,Dumbbell Bar Grip Sumo Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_bench_squat,Dumbbell Bench Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_bulgarian_box_split_squat,Dumbbell Bulgarian Box Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_bulgarian_split_squat,Dumbbell Bulgarian Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_close_legs_deadlift,Dumbbell Close Legs Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_cossack_squats_version_2,Dumbbell Cossack Squats (version 2),Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_curtsy_lunge,Dumbbell Curtsy Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_farmer_walks,Dumbbell Farmer Walks,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_feet_elevated_figure_four_glute_bridge,Dumbbell Feet Elevated Figure Four Glute Bridge,Legs,True,PASS,,PASS
ea_dumbbell_feet_elevated_glute_bridge,Dumbbell Feet Elevated Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_feet_elevated_single_leg_glute_bridge,Dumbbell Feet Elevated Single Leg Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_feet_elevated_staggered_glute_bridge,Dumbbell Feet Elevated Staggered Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_figure_four_glute_bridge,Dumbbell Figure Four Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_figure_four_hip_thrust,Dumbbell Figure Four Hip Thrust,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_frog_jumps,Dumbbell Frog Jumps,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_front_rack_lunge,Dumbbell Front Rack Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_front_squat,Dumbbell Front Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_glute_bridge,Dumbbell Glute Bridge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_goblet_2_sec_hold_squat,Dumbbell Goblet 2 Sec Hold Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_goblet_curtsy_lunge,Dumbbell Goblet Curtsy Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_goblet_forward_lunge,Dumbbell Goblet Forward Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_goblet_reverse_lunge,Dumbbell Goblet Reverse Lunge,Legs,True,P1,PRIOR_REAUDIT; SPINE_CUE,PASS
ea_dumbbell_goblet_split_squat,Dumbbell Goblet Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_goblet_split_squat_front_foot_elevanted,Dumbbell Goblet Split Squat Front Foot Elevanted,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_goblet_squat,Dumbbell Goblet Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_hip_thrust,Dumbbell Hip Thrust,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_hip_thrust_version_2,Dumbbell Hip Thrust (version 2),Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_jumping_squat,Dumbbell Jumping Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_kneeling_hold_to_stand_clean_grip,Dumbbell Kneeling Hold to Stand Clean Grip,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_kneeling_squat,Dumbbell Kneeling Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_lunge_alternating_on_the_spot,Dumbbell Lunge Alternating on the Spot,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_lunge_pulse,Dumbbell Lunge Pulse,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_lunge_to_overhead_press,Dumbbell Lunge to Overhead Press,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_narrow_stance_squats,Dumbbell Narrow Stance Squats,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_offset_squat,Dumbbell Offset Squat,Legs,True,PASS,,PASS
ea_dumbbell_overhead_lunge,Dumbbell Overhead Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_press_squat,Dumbbell Press Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_rear_lunge,Dumbbell Rear Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_rear_lunge_from_step,Dumbbell Rear Lunge From Step,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_reverse_lunge_on_the_spot,Dumbbell Reverse Lunge on the Spot,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_reverse_lunges_pulses,Dumbbell Reverse Lunges Pulses,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_seated_calf_raise,Dumbbell Seated Calf Raise,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_seated_one_leg_calf_raise_hammer_grip,Dumbbell Seated One Leg Calf Raise Hammer Grip,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_side_lunge_alternating,Dumbbell Side Lunge Alternating,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_side_lunge_left_n_right,Dumbbell Side Lunge Left N Right,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_side_lunge_single_leg,Dumbbell Side Lunge Single Leg,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_side_squat_side_to_side,Dumbbell Side Squat Side to Side,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_arm_overhead_lunge,Dumbbell Single Arm Overhead Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_leg_calf_raise_wall_support,Dumbbell Single Leg Calf Raise Wall Support,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_leg_deadlift,Dumbbell Single Leg Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_leg_hip_thrust,Dumbbell Single Leg Hip Thrust,Legs,True,PASS,,PASS
ea_dumbbell_single_leg_single_arm_deadlift,Dumbbell Single Leg Single Arm Deadlift,Legs,True,PASS,,PASS
ea_dumbbell_single_leg_split_squat,Dumbbell Single Leg Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_leg_squat,Dumbbell Single Leg Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_leg_squat_with_support_pistol,Dumbbell Single Leg Squat with Support (pistol),Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_single_leg_step_up,Dumbbell Single Leg Step-up,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_split_squat,Dumbbell Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_squats,Dumbbell Squats,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_squats_to_shoulder_press,Dumbbell Squats to Shoulder Press,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_staggered_deadlift,Dumbbell Staggered Deadlift,Legs,True,PASS,,PASS
ea_dumbbell_staggered_glute_bridge,Dumbbell Staggered Glute Bridge,Legs,True,PASS,,PASS
ea_dumbbell_staggered_hip_thrust,Dumbbell Staggered Hip Thrust,Legs,True,PASS,,PASS
ea_dumbbell_standing_calf_raise,Dumbbell Standing Calf Raise,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_standing_calf_raise_on_step,Dumbbell Standing Calf Raise on Step,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_standing_hip_abduction,Dumbbell Standing Hip Abduction,Legs,True,PASS,,PASS
ea_dumbbell_standing_single_leg_calf_raise,Dumbbell Standing Single Leg Calf Raise,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_static_lunge,Dumbbell Static Lunge,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_step_up_on_bench,Dumbbell Step Up on Bench,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_step_up_with_knee_raise,Dumbbell Step-up with Knee Raise,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_stiff_leg_deadlift,Dumbbell Stiff Leg Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_straight_leg_deadlift,Dumbbell Straight Leg Deadlift,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_suitcase_carry,Dumbbell Suitcase Carry,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_sumo_squat_off_benches,Dumbbell Sumo Squat Off Benches,Legs,False,PASS,,NOT_VERIFIED
ea_dumbbell_supported_sissy_squat,Dumbbell Supported Sissy Squat,Legs,False,PASS,,NOT_VERIFIED
ea_elevated_standing_calf_raise,Elevated Standing Calf Raise,Legs,False,PASS,,NOT_VERIFIED
ea_exercise_ball_leg_curl,Exercise Ball Leg Curl,Legs,False,PASS,,NOT_VERIFIED
ea_exercise_ball_one_legged_diagonal_kick_hamstring_curl,Exercise Ball One Legged Diagonal Kick Hamstring Curl,Legs,False,PASS,,NOT_VERIFIED
ea_exercise_ball_wall_squat,Exercise Ball Wall Squat,Legs,False,PASS,,NOT_VERIFIED
ea_feet_together_barbell_squats,Feet Together Barbell Squats,Legs,False,PASS,,NOT_VERIFIED
ea_fire_hydrant_bodyweight,Fire Hydrant Bodyweight,Legs,False,PASS,,NOT_VERIFIED
ea_fire_hydrant_circle_bodyweight,Fire Hydrant Circle Bodyweight,Legs,False,PASS,,NOT_VERIFIED
ea_frog_jumps,Frog Jumps,Legs,True,P1,PRIOR_REAUDIT; SUPERLATIVE_CLAIM,PASS
ea_front_squats_dumbbell_low,Front Squats Dumbbell Low,Legs,False,PASS,,NOT_VERIFIED
ea_front_squats_dumbbell_over_shoulders,Front Squats Dumbbell Over Shoulders,Legs,False,PASS,,NOT_VERIFIED
ea_glute_bridge_bodyweight,Glute Bridge Bodyweight,Legs,True,PASS,,PASS
ea_glute_bridge_with_abduction_bodyweight,Glute Bridge with Abduction Bodyweight,Legs,False,PASS,,NOT_VERIFIED
ea_goblet_kettlebell_squats,Goblet Kettlebell Squats,Legs,False,PASS,,NOT_VERIFIED
ea_good_mornings,Good Mornings,Legs,True,P2,SPINE_CUE,PASS
ea_hack_squat_machine_squat,Hack Squat Machine Squat,Legs,False,PASS,,NOT_VERIFIED
ea_hammer_strength_iso_lateral_leg_curl_alternating_legs,Hammer Strength Iso-lateral LEG CURL Alternating Legs,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_hammer_strength_iso_lateral_leg_curl_alternate_legs,Hammer Strength Iso-lateral LEG Curl_alternate Legs,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_hammer_strength_iso_lateral_leg_curl_both_leg,Hammer Strength Iso-lateral LEG Curl_both Leg,Legs,False,PASS,,NOT_VERIFIED
ea_hammer_strength_iso_lateral_leg_curl_single_leg,Hammer Strength Iso-lateral LEG Curl_single Leg,Legs,False,PASS,,NOT_VERIFIED
ea_hip_thrust_in_smith_machine,Hip-thrust in Smith Machine,Legs,True,PASS,,PASS
ea_horizontal_leg_press,Horizontal Leg Press,Legs,True,PASS,,PASS
ea_horizontal_leg_press_calf_raise,Horizontal Leg Press Calf Raise,Legs,True,PASS,,PASS
ea_horizontal_leg_press_calf_raise_single_leg,Horizontal Leg Press Calf Raise Single Leg,Legs,True,PASS,,PASS
ea_horizontal_leg_press_single_leg,Horizontal Leg Press Single Leg,Legs,True,PASS,,PASS
ea_in_and_out_squats,In and Out Squats,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_in_and_out_squats_jump_bodyweight,In and Out Squats Jump Bodyweight,Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_in_and_out_squats_jump_bodyweight_2,In and Out Squats Jump Bodyweight (2),Legs,False,P2,DUPLICATE_STEPS,NOT_VERIFIED
ea_jumping_lunge,Jumping Lunge,Legs,True,PASS,,PASS
ea_jumping_pistol_squat,Jumping Pistol Squat,Legs,True,PASS,,PASS
ea_kettlebell_bulgarian_split_squat_right,Kettlebell Bulgarian Split Squat Right,Legs,False,PASS,,NOT_VERIFIED
ea_kettlebell_bulgarian_split_squat_right_side_view,Kettlebell Bulgarian Split Squat Right Side View,Legs,False,PASS,,NOT_VERIFIED
ea_kettlebell_calf_raise,Kettlebell Calf Raise,Legs,True,PASS,,PASS
ea_kettlebell_glute_bridge,Kettlebell Glute Bridge,Legs,True,PASS,,PASS
ea_kettlebell_hip_thrusts,Kettlebell Hip Thrusts,Legs,True,PASS,,PASS
ea_kettlebell_hip_thrusts_with_bench,Kettlebell Hip Thrusts with Bench,Legs,True,PASS,,PASS
ea_kettlebell_lateral_lunge,Kettlebell Lateral Lunge,Legs,True,PASS,,PASS
ea_kettlebell_reverse_lunge,Kettlebell Reverse Lunge,Legs,True,P1,PRIOR_REAUDIT; SPINE_CUE,PASS
ea_kettlebell_seated_calf_raise,Kettlebell Seated Calf Raise,Legs,True,PASS,,PASS
ea_kettlebell_single_leg_calf_raise,Kettlebell Single Leg Calf Raise,Legs,True,PASS,,PASS
ea_kettlebell_single_leg_deadlift,Kettlebell Single Leg Deadlift,Legs,True,PASS,,PASS
ea_kettlebell_single_leg_glute_bridge,Kettlebell Single Leg Glute Bridge,Legs,True,PASS,,PASS
ea_kettlebell_single_leg_hip_thrust,Kettlebell Single Leg Hip Thrust,Legs,True,PASS,,PASS
ea_kettlebell_single_leg_romanian_deadlifts,Kettlebell Single Leg Romanian Deadlifts,Legs,True,PASS,,PASS
ea_kettlebell_split_squat,Kettlebell Split Squat,Legs,False,PASS,,NOT_VERIFIED
ea_kettlebell_squats,Kettlebell Squats,Legs,False,PASS,,NOT_VERIFIED
ea_kettlebell_staggered_deadlift,Kettlebell Staggered Deadlift,Legs,True,PASS,,PASS
ea_kettlebell_step_up,Kettlebell Step-up,Legs,False,PASS,,NOT_VERIFIED
